Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A ,1.00,INE531A01024,Furniture-Furnishing-Paints,Equity
500233,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A ,2.00,INE217B01028,Furniture-Furnishing-Paints,Equity
500710,AKZOINDIA,Akzo Nobel India Limited,Active,B ,10.00,INE133A01011,Furniture-Furnishing-Paints,Equity
500820,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.00,INE021A01026,Furniture-Furnishing-Paints,Equity
503823,BIRLATR,BIRLA TRANSASIA CARPETS LTD.,Active,XT,10.00,INE646O01013,Furniture-Furnishing-Paints,Equity
507894,SCHABLON,SCHABLONA INDIA LTD.,Active,XD,4.00,INE024C01026,Furniture-Furnishing-Paints,Equity
509480,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1.00,INE463A01038,Furniture-Furnishing-Paints,Equity
509874,SHALPAINTS,SHALIMAR PAINTS LTD.-$,Active,B ,2.00,INE849C01026,Furniture-Furnishing-Paints,Equity
515018,REGENCERAM,REGENCY CERAMICS LTD.,Active,T ,10.00,INE277C01012,Furniture-Furnishing-Paints,Equity
515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.00,INE692B01014,Furniture-Furnishing-Paints,Equity
515085,RESTILE,RESTILE CERAMICS LTD.,Active,XD,10.00,INE298E01022,Furniture-Furnishing-Paints,Equity
523592,JENSONICOL,JENSON &amp; NICHOLSON (INDIA) LTD.,Active,B ,2.00,INE819B01021,Furniture-Furnishing-Paints,Equity
526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,Active,XT,10.00,INE618A01011,Furniture-Furnishing-Paints,Equity
530365,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.00,INE607D01018,Furniture-Furnishing-Paints,Equity
530841,SHRIBCL,Shri Bholanath Carpets Ltd,Active,P ,10.00,INE151F01012,Furniture-Furnishing-Paints,Equity
531548,SOMANYCERA,SOMANY CERAMICS LTD.,Active,B ,2.00,INE355A01028,Furniture-Furnishing-Paints,Equity
531928,GOLCA,GOLDEN CARPETS LTD.,Active,XT,10.00,INE595D01015,Furniture-Furnishing-Paints,Equity
532443,CERA,CERA SANITARYWARE LTD.,Active,B ,5.00,INE739E01017,Furniture-Furnishing-Paints,Equity
532722,NITCO,NITCO LTD.,Active,B ,10.00,INE858F01012,Furniture-Furnishing-Paints,Equity
532770,HANUNG,HANUNG TOYS &amp; TEXTILES LTD.,Active,B ,10.00,INE648H01013,Furniture-Furnishing-Paints,Equity
532823,EUROCERA,EURO CERAMICS LTD.,Active,B ,10.00,INE649H01011,Furniture-Furnishing-Paints,Equity
532888,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,B ,10.00,INE022I01019,Furniture-Furnishing-Paints,Equity
538979,GRNLAMIND,Greenlam Industries Ltd,Active,B ,5.00,INE544R01013,Furniture-Furnishing-Paints,Equity
