Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500069,BNKCAP,BNK CAPITAL MARKETS LTD.,Active,XD,10.00,INE418C01012,Other Financial Services,Equity
500092,CRISIL,CRISIL LTD.,Active,A ,1.00,INE007A01025,Other Financial Services,Equity
500337,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5.00,INE032B01021,Other Financial Services,Equity
500450,MPILCORPL,MPIL CORPORATION LTD.,Active,XD,10.00,INE844C01027,Other Financial Services,Equity
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,P ,10.00,,Other Financial Services,Equity
501150,CENTRUM,CENTRUM CAPITAL LTD.,Active,XT,1.00,INE660C01027,Other Financial Services,Equity
501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
501154,ROSEI,ROSE INVESTMENTS LTD.,Active,P ,10.00,INE383D01016,Other Financial Services,Equity
501261,KRATOSENER,KRATOS ENERGY &amp; INFRASTRUCTURE LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
503622,ZSVTRADI,S.V.TRADING &amp; AGENCIES LTD.,Active,XT,10.00,INE404N01019,Other Financial Services,Equity
503626,KSHITIJ,KSHITIZ INVESTMENT LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
503635,SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,P ,10.00,,Other Financial Services,Equity
503637,DHANLEELA,DHANLEELA INVESTMENTS &amp; TRADING COMPANY LTD.,Active,XT,2.00,INE683D01027,Other Financial Services,Equity
503671,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,XT,10.00,INE130N01010,Other Financial Services,Equity
503893,ZSATYASL,SATYAM SILK MILLS LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
504340,CONFINT,Confidence Finance And Trading Limited,Active,XD,1.00,INE180M01025,Other Financial Services,Equity
504341,RAVINDT,RAVINDRA TRADING &amp; AGENCIES LTD.,Active,XT,10.00,INE206N01018,Other Financial Services,Equity
504346,GDTRAGN,G.D.TRADING &amp; AGENCIES LTD.,Active,P ,10.00,INE713N01013,Other Financial Services,Equity
504365,RIDHISYN,RIDHI SYNTHETICS LTD.,Active,P ,10.00,,Other Financial Services,Equity
504390,ARVRTRI,ARUN VARUN TRADE &amp; INVESTMENT LTD.,Active,XT,10.00,INE292N01018,Other Financial Services,Equity
504392,KRISHNA,Krishna Ventures Limited,Active,XT,10.00,INE537L01010,Other Financial Services,Equity
504991,VIDIRMT,VIDARBHA IRON &amp; STEEL CORPORATION LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
505515,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Active,XT,10.00,INE203N01015,Other Financial Services,Equity
505529,SHYAMHO,SHYAMAL HOLDINGS &amp; TRADING LTD.,Active,P ,10.00,INE481F01013,Other Financial Services,Equity
506142,VYAPAR,VYAPAR INDUSTRIES LTD.,Active,XD,10.00,INE070G01012,Other Financial Services,Equity
506162,TERRAFORM,TERRAFORM MAGNUM LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
507864,PIONRINV,PIONEER INVESTCORP LTD.,Active,XD,10.00,INE746D01014,Other Financial Services,Equity
507912,LKPFIN,LKP Finance Limited,Active,XC,10.00,INE724A01017,Other Financial Services,Equity
508905,SMIFS,SMIFS CAPITAL MARKETS LTD.,Active,XD,10.00,INE641A01013,Other Financial Services,Equity
509760,MODRNSH,MODERN SHARES &amp; STOCKBROKERS LTD.,Active,XD,10.00,INE370A01019,Other Financial Services,Equity
509945,THACKER,THACKER &amp; CO.LTD.,Active,XT,1.00,INE077P01034,Other Financial Services,Equity
511110,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,Active,XD,10.00,INE848D01018,Other Financial Services,Equity
511333,VLSFINANCE,VLS FINANCE LTD.,Active,B ,10.00,INE709A01018,Other Financial Services,Equity
511401,MUNOTHI,MUNOTH INVESTMENTS LTD.,Active,XD,10.00,INE410E01015,Other Financial Services,Equity
511473,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,B ,10.00,INE841B01017,Other Financial Services,Equity
511501,BHARAT,BHARAT BHUSHAN SHARE &amp; COMMODITY BROKERS LTD.,Active,XD,10.00,INE900A01013,Other Financial Services,Equity
511535,NDASEC,NDA SECURITIES LTD.,Active,XD,10.00,INE026C01013,Other Financial Services,Equity
511551,MONARCH,Monarch Networth Capital Ltd,Active,XD,10.00,INE903D01011,Other Financial Services,Equity
511605,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,Active,XD,5.00,INE420B01028,Other Financial Services,Equity
511692,AJCON,AJCON GLOBAL SERVICES LTD.,Active,XD,10.00,INE759C01019,Other Financial Services,Equity
511696,CHRTEDCA,CHARTERED CAPITAL &amp; INVESTMENT LTD.,Active,XD,10.00,INE953B01010,Other Financial Services,Equity
511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,Active,XD,10.00,INE357A01032,Other Financial Services,Equity
511712,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,XD,10.00,INE452B01013,Other Financial Services,Equity
511738,MEHSECU,MEHTA SECURITIES LTD.,Active,XT,10.00,INE241B01010,Other Financial Services,Equity
512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,XT,10.00,INE837E01019,Other Financial Services,Equity
512121,DELINFRA,Delma Infrastructure Limited,Active,P ,10.00,NA          ,Other Financial Services,Equity
512215,VORACON,VORA CONSTRUCTIONS LTD.,Active,XT,10.00,INE902L01016,Other Financial Services,Equity
512247,ASHCAP,ASHIRWAD CAPITAL LTD.,Active,XD,1.00,INE894A01026,Other Financial Services,Equity
512273,ARONICOMM,ARONI COMMERCIALS LTD.-$,Active,XD,10.00,INE484B01016,Other Financial Services,Equity
512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,P ,10.00,INE497M01015,Other Financial Services,Equity
512367,ZSHERAPR,SHERATON PROPERTIES &amp; FINANCE LTD.,Active,P ,10.00,INE495M01019,Other Financial Services,Equity
512393,SHARDUL,SHARDUL SECURITIES LTD.,Active,XD,10.00,INE037B01012,Other Financial Services,Equity
512399,KAPASHI,KAPASHI COMMERCIALS LTD.,Active,XT,10.00,INE017I01019,Other Financial Services,Equity
512437,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,Active,XD,10.00,INE412D01013,Other Financial Services,Equity
512443,GANONTR,GANON TRADING FINANCE CO.LTD.,Active,XD,10.00,INE162L01017,Other Financial Services,Equity
512445,DEVITRD,DEVINSU TRADING LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
512499,SHALPRO,SHALIMAR PRODUCTIONS LTD.,Active,XD,1.00,INE435E01020,Other Financial Services,Equity
512624,REGENTRP,Regent Enterprises Ltd,Active,XT,10.00,INE769D01016,Other Financial Services,Equity
514238,IKAB,IKAB SECURITIES &amp; INVESTMENT LTD.,Active,XD,10.00,INE874A01010,Other Financial Services,Equity
521194,SILINV,SIL INVESTMENTS LTD.,Active,B ,10.00,INE923A01015,Other Financial Services,Equity
522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,XD,10.00,INE429B01011,Other Financial Services,Equity
523019,BNRSEC,B.N.RATHI SECURITIES LTD.,Active,XD,10.00,INE710D01010,Other Financial Services,Equity
523030,RAJDHNIL,RAJDHANI LEASING &amp; INDUSTRIES LTD.,Active,XD,10.00,INE608D01016,Other Financial Services,Equity
523221,MCSLTD,MCS LTD.,Active,XD,10.00,INE737A01019,Other Financial Services,Equity
523405,JMFINANCIL,JM FINANCIAL LTD.-$,Active,B ,1.00,INE780C01023,Other Financial Services,Equity
