Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500493,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity
504746,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,Active,P ,100.00,INE359D01016,Other Industrial Products,Equity
504786,INVPRECQ,INVESTMENT &amp; PRECISION CASTINGS LTD.,Active,XD,10.00,INE155E01016,Other Industrial Products,Equity
504879,ORIENTABRA,ORIENT ABRASIVES LTD.-$,Active,B ,1.00,INE569C01020,Other Industrial Products,Equity
504988,ZWELCAST,WELCAST STEELS LTD.,Active,XD,10.00,INE380G01015,Other Industrial Products,Equity
505807,ROLCOEN,ROLCON ENGINEERING CO.LTD.,Active,P ,10.00,INE775R01013,Other Industrial Products,Equity
505982,HINDUJAFO,HINDUJA FOUNDRIES LTD.-$,Active,B ,10.00,INE291F01016,Other Industrial Products,Equity
506076,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,B ,5.00,INE536A01023,Other Industrial Products,Equity
513335,METALFORGE,Metalyst Forgings Limited,Active,B ,10.00,INE425A01011,Other Industrial Products,Equity
513369,RJKMRFR,RAJKUMAR FORGE LTD.,Active,XT,10.00,INE013J01016,Other Industrial Products,Equity
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,B ,1.00,INE120A01034,Other Industrial Products,Equity
513418,SMFIL,Smiths &amp; Founders (India) Limited,Active,XD,1.00,INE728B01032,Other Industrial Products,Equity
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,XD,10.00,INE658D01011,Other Industrial Products,Equity
513517,STEELCAS,STEELCAST LTD.,Active,XD,5.00,INE124E01020,Other Industrial Products,Equity
514450,MHLXMIRU,MAHALAXMI RUBTECH LTD.,Active,XC,10.00,INE112D01035,Other Industrial Products,Equity
517224,SUJANAUNI,SUJANA UNIVERSAL INDUSTRIES LTD.-$,Active,B ,10.00,INE216G01011,Other Industrial Products,Equity
517372,GUJINTRX,GUJARAT INTRUX LTD.-$,Active,XD,10.00,INE877E01015,Other Industrial Products,Equity
517449,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$,Active,XD,10.00,INE437D01010,Other Industrial Products,Equity
522241,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.00,INE227C01017,Other Industrial Products,Equity
523539,PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B ,5.00,INE372C01029,Other Industrial Products,Equity
523810,DIVINE,DIVINE MULTIMEDIA (INDIA) LTD.,Active,XD,1.00,INE611B01022,Other Industrial Products,Equity
526492,RISHIROOP,Rishiroop Ltd,Active,XD,10.00,INE582D01013,Other Industrial Products,Equity
526496,RUBBERPR,RUBBER PRODUCTS LTD.,Active,XD,10.00,INE430C01017,Other Industrial Products,Equity
526614,EXPOGAS,EXPO GAS CONTAINERS LTD.,Active,XT,4.00,INE561D01025,Other Industrial Products,Equity
530609,CARNATIN,CARNATION INDUSTRIES LTD.,Active,XD,10.00,INE081B01010,Other Industrial Products,Equity
531930,SARTHAKIND,SARTHAK INDUSTRIES LTD.,Active,XD,10.00,INE074H01012,Other Industrial Products,Equity
532527,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,B ,10.00,INE399G01015,Other Industrial Products,Equity
532643,SGFL,SHREE GANESH FORGINGS LTD.,Active,T ,10.00,INE883G01018,Other Industrial Products,Equity
532684,EKC,EVEREST KANTO CYLINDER LTD.,Active,B ,2.00,INE184H01027,Other Industrial Products,Equity
532756,MAHINDCIE,Mahindra CIE Automotive Limited,Active,B ,10.00,INE536H01010,Other Industrial Products,Equity
532847,HILTON,HILTON METAL FORGING LTD.,Active,B ,10.00,INE788H01017,Other Industrial Products,Equity
532864,NELCAST,NELCAST LTD.,Active,B ,2.00,INE189I01024,Other Industrial Products,Equity
533007,LGBFORGE,LGB FORGE LTD.,Active,B ,1.00,INE201J01017,Other Industrial Products,Equity
533411,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING LTD.,Active,B ,10.00,INE263L01013,Other Industrial Products,Equity
539006,PTCIL,PTC Industries Ltd,Active,XT,10.00,INE596F01018,Other Industrial Products,Equity
539219,MUL,Mauria Udyog Ltd,Active,XT,10.00,INE150D01019,Other Industrial Products,Equity
539527,CREATIVE,Creative Castings Ltd,Active,XD,10.00,INE146E01015,Other Industrial Products,Equity
