Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500012,ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Active,XC,10.00,INE714B01016,Commodity Chemicals,Equity
500078,CAMPHOR,CAMPHOR &amp; ALLIED PRODUCTS LTD.-$,Active,XC,10.00,INE959C01015,Commodity Chemicals,Equity
500120,DIAMINESQ,DIAMINES &amp; CHEMICALS LTD.-$,Active,XD,10.00,INE591D01014,Commodity Chemicals,Equity
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,B ,10.00,INE280B01018,Commodity Chemicals,Equity
500136,ESTER,ESTER INDUSTRIES LTD.,Active,B ,5.00,INE778B01029,Commodity Chemicals,Equity
500150,FOSECOIND,FOSECO INDIA LTD.,Active,B ,10.00,INE519A01011,Commodity Chemicals,Equity
500153,GANESHBE,GANESH BENZOPLAST LTD.,Active,XD,1.00,INE388A01029,Commodity Chemicals,Equity
500164,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A ,1.00,INE233A01035,Commodity Chemicals,Equity
500171,GHCL,GHCL LTD.,Active,B ,10.00,INE539A01019,Commodity Chemicals,Equity
500184,HCIL,HIMADRI CHEMICALS &amp; INDUSTRIES LTD.,Active,B ,1.00,INE019C01026,Commodity Chemicals,Equity
500199,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.00,INE204A01010,Commodity Chemicals,Equity
500201,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,B ,10.00,INE560A01015,Commodity Chemicals,Equity
500227,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,B ,10.00,INE197D01010,Commodity Chemicals,Equity
500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,XT,10.00,INE846D01012,Commodity Chemicals,Equity
500298,NATPEROX,NATIONAL PEROXIDE LTD.,Active,XC,10.00,INE585A01020,Commodity Chemicals,Equity
500412,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,B ,10.00,INE338A01016,Commodity Chemicals,Equity
500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Commodity Chemicals,Equity
500645,DEEPAKFERT,DEEPAK FERTILISERS &amp; PETROCHEMICALS CORPORATION LTD.,Active,B ,10.00,INE501A01019,Commodity Chemicals,Equity
500655,GARWARPOLY,GARWARE POLYESTER LTD.,Active,XC,10.00,INE291A01017,Commodity Chemicals,Equity
500770,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity
