Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500020,BOMDYEING,BOMBAY DYEING &amp; MFG.CO.LTD.,Active,B ,2.00,INE032A01023,Textiles,Equity
500101,ARVIND,ARVIND LTD.,Active,A ,10.00,INE034A01011,Textiles,Equity
500155,GARDENSILK,GARDEN SILK MILLS LTD.,Active,B ,10.00,INE526A01016,Textiles,Equity
500170,GTNINDS,GTN INDUSTRIES LTD.,Active,B ,10.00,INE537A01013,Textiles,Equity
500192,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.00,INE962B01011,Textiles,Equity
500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.00,INE156A01020,Textiles,Equity
500220,JASCH,JASCH INDUSTRIES LTD.,Active,XD,10.00,INE711C01010,Textiles,Equity
500223,JCTLTD,JCT LTD.,Active,XC,2.50,INE945A01026,Textiles,Equity
500239,KGDENIM,KG DENIM LTD.,Active,XC,10.00,INE104A01012,Textiles,Equity
500264,MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,XC,10.00,INE270B01027,Textiles,Equity
500277,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.00,INE401C01018,Textiles,Equity
500280,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Textiles,Equity
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.00,INE290A01027,Textiles,Equity
500300,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,10.00,INE047A01013,Textiles,Equity
500330,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity
500350,RSWM,RSWM LTD.,Active,B ,10.00,INE611A01016,Textiles,Equity
502761,BLUBLND-B,BLUE BLENDS (INDIA) LTD.,Active,B ,10.00,INE113O01014,Textiles,Equity
502820,DCM,DCM LTD.,Active,B ,10.00,INE498A01018,Textiles,Equity
502850,ZGAEKWAR,GAEKWAR MILLS LTD.,Active,P ,100.00,NA          ,Textiles,Equity
502873,HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Active,XD,10.00,INE950C01014,Textiles,Equity
502901,JAMSHRI,JAMSHRI RANJITSINGHJI SPG. &amp; WVG. MILLS CO.LTD.-$,Active,XD,10.00,INE462D01018,Textiles,Equity
502933,KATRSPG,KATARE SPINNING MILLS LTD.,Active,XT,10.00,INE498G01015,Textiles,Equity
502958,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,XC,100.00,INE938C01019,Textiles,Equity
502986,VTL,VARDHMAN TEXTILES LTD.,Active,B ,10.00,INE825A01012,Textiles,Equity
502995,MALWACOTT,MALWA COTTON SPINNING MILLS LTD.,Active,T ,10.00,INE272B01015,Textiles,Equity
503092,PASUSPG,PASUPATI SPG.&amp; WVG.MILLS LTD.,Active,XD,10.00,INE909B01020,Textiles,Equity
503162,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,B ,10.00,INE750D01016,Textiles,Equity
503169,RUBYMILLS,RUBY MILLS LTD.,Active,B ,5.00,INE301D01026,Textiles,Equity
503349,VICTMILL,VICTORIA MILLS LTD.,Active,XD,100.00,INE203D01016,Textiles,Equity
503722,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,10.00,INE629D01012,Textiles,Equity
503804,SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,XD,10.00,INE204C01024,Textiles,Equity
503806,SRF,SRF LTD.,Active,A ,10.00,INE647A01010,Textiles,Equity
503811,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,10.00,INE076B01010,Textiles,Equity
503816,SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,10.00,INE243N01011,Textiles,Equity
503837,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,Active,XT,10.00,INE796C01011,Textiles,Equity
503863,SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10.00,INE632A01012,Textiles,Equity
503881,HINDSYNTEX,HIND SYNTEX LTD.,Active,T ,10.00,INE155B01012,Textiles,Equity
506146,VIVIDHA,VISAGAR POLYTEX LTD.,Active,B ,1.00,INE370E01029,Textiles,Equity
506867,MASCH,MASTER CHEMICALS LTD.,Active,XT,10.00,INE523D01017,Textiles,Equity
506975,RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.,Active,P ,10.00,INE374C01017,Textiles,Equity
506981,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,Active,XD,10.00,INE472D01017,Textiles,Equity
507598,KLRF,KLRF LTD.,Active,XD,10.00,INE014E01015,Textiles,Equity
507817,WIREFABR,WIRES &amp; FABRIKS (SA) LTD.,Active,XD,10.00,INE469D01013,Textiles,Equity
