Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
516110,SCANDENT,Scandent Imaging Limited,Active,XD,10.00,INE146N01016,Healthcare Services,Equity
523031,ADSDIAG,ADS DIAGNOSTIC LTD.,Active,P ,10.00,,Healthcare Services,Equity
523323,KOVAI,KOVAI MEDICAL CENTER &amp; HOSPITAL LTD.,Active,XT,10.00,INE177F01017,Healthcare Services,Equity
523489,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,Active,XD,10.00,INE889F01017,Healthcare Services,Equity
523696,FORTISMLR,Fortis Malar Hospitals Limited,Active,XD,10.00,INE842B01015,Healthcare Services,Equity
524394,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.00,INE579C01029,Healthcare Services,Equity
524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.,Active,XD,1.00,INE879K01018,Healthcare Services,Equity
524540,SECHE,SECUNDERABAD HEALTHCARE LTD.,Active,Z ,10.00,INE930C01016,Healthcare Services,Equity
526139,TRABI,TRANSGENE BIOTEK LTD.,Active,XT,10.00,INE773D01018,Healthcare Services,Equity
526187,ASHRAM,ASHRAM ONLINE.COM LTD.,Active,XT,10.00,INE293C01019,Healthcare Services,Equity
526301,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,Active,XT,10.00,INE047C01019,Healthcare Services,Equity
526504,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,Active,XT,10.00,INE796B01013,Healthcare Services,Equity
526546,CHOKSILA,CHOKSI LABORATORIES LTD.,Active,XD,10.00,INE493D01013,Healthcare Services,Equity
526783,DRAGARWQ,DR.AGARWAL'S EYE HOSPITAL LTD.-$,Active,XT,10.00,INE934C01018,Healthcare Services,Equity
530897,NGIND,N.G.INDUSTRIES LTD.-$,Active,XD,10.00,INE825C01018,Healthcare Services,Equity
531043,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Active,XT,10.00,INE239F01015,Healthcare Services,Equity
533212,GKB,GKB OPHTHALMICS LTD.,Active,XD,10.00,INE265D01015,Healthcare Services,Equity
538019,OBIL,Oceanaa Biotek Industries Ltd,Active,M ,10.00,INE732P01018,Healthcare Services,Equity
539524,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,B ,10.00,INE600L01024,Healthcare Services,Equity
539871,THYROCARE,Thyrocare Technologies Ltd,Active,B ,10.00,INE594H01019,Healthcare Services,Equity
