Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500014,APPLEFIN,APPLE FINANCE LTD.,Active,XD,10.00,INE096A01010,Finance (including NBFCs),Equity
500030,AUTORIDFIN,AUTORIDERS FINANCE LTD.,Active,B ,10.00,INE450A01019,Finance (including NBFCs),Equity
500034,BAJFINANCE,Bajaj Finance Limited,Active,A ,10.00,INE296A01016,Finance (including NBFCs),Equity
500111,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,A ,10.00,INE013A01015,Finance (including NBFCs),Equity
500142,FGP,FGP LTD.,Active,XD,10.00,INE512A01016,Finance (including NBFCs),Equity
500174,GLFL,GUJARAT LEASE FINANCING LTD.,Active,B ,10.00,INE540A01017,Finance (including NBFCs),Equity
500202,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,XD,10.00,INE333C01013,Finance (including NBFCs),Equity
500206,MARGOFIN,Margo Finance Limited,Active,XT,10.00,INE680B01019,Finance (including NBFCs),Equity
500212,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10.00,INE898B01017,Finance (including NBFCs),Equity
500306,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,XD,1.00,INE903A01025,Finance (including NBFCs),Equity
500358,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,XD,10.00,INE783A01013,Finance (including NBFCs),Equity
500439,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity
500490,BAJAJHLDNG,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Finance (including NBFCs),Equity
501242,TCIFINANCE,TCI FINANCE LTD.,Active,B ,10.00,INE911B01018,Finance (including NBFCs),Equity
501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,B ,10.00,INE886A01014,Finance (including NBFCs),Equity
501311,JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,XD,10.00,INE998D01011,Finance (including NBFCs),Equity
501343,MOTOGENFIN,MOTOR &amp; GENERAL FINANCE LTD.,Active,T ,10.00,INE861B01015,Finance (including NBFCs),Equity
501700,INDIANVSH,INDIANIVESH LTD.,Active,XD,1.00,INE131H01028,Finance (including NBFCs),Equity
501945,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,XD,1.00,INE758D01027,Finance (including NBFCs),Equity
504180,STDBAT,STANDARD BATTERIES LTD.,Active,XD,1.00,INE502C01039,Finance (including NBFCs),Equity
505216,ALFREDHE,ALFRED HERBERT (INDIA) LTD.,Active,XD,10.00,INE782D01027,Finance (including NBFCs),Equity
505576,GOLDCORP,Goldcrest Corporation Limited,Active,XD,10.00,INE505D01014,Finance (including NBFCs),Equity
505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Active,XD,10.00,INE545L01013,Finance (including NBFCs),Equity
506131,INDIACO,INDIACO VENTURES LTD.,Active,XT,2.00,INE064E01028,Finance (including NBFCs),Equity
506161,ISHWATR,ISHWARSHAKTI HOLDINGS &amp; TRADERS LTD.,Active,XT,10.00,INE073I01012,Finance (including NBFCs),Equity
507938,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,Active,P ,10.00,INE798E01013,Finance (including NBFCs),Equity
507948,KEYCORP,KEY CORP LTD.,Active,XT,10.00,INE130F01016,Finance (including NBFCs),Equity
507952,SHIKHARLETR,SHIKHAR LEASING &amp; TRADING LTD.,Active,P ,10.00,,Finance (including NBFCs),Equity
507962,RAJATH,Rajath Finance Limited,Active,XD,10.00,INE455H01013,Finance (including NBFCs),Equity
507987,JPTRLES,JUPITER INDUSTRIES &amp; LEASING LTD.,Active,P ,10.00,INE990E01016,Finance (including NBFCs),Equity
508939,BLCISER,BLUE CIRCLE SERVICES LTD.,Active,XD,1.00,INE526K01023,Finance (including NBFCs),Equity
508954,FINKURVE,Finkurve Financial Services Ltd,Active,XT,1.00,INE734I01027,Finance (including NBFCs),Equity
508956,HBLEAS,HB LEASING &amp; FINANCE CO.LTD.,Active,XT,10.00,INE549B01016,Finance (including NBFCs),Equity
508961,SHRICON,SHRICON INDUSTRIES LTD.,Active,XT,10.00,INE753D01010,Finance (including NBFCs),Equity
509038,VOLLF,VOLTAIRE LEASING &amp; FINANCE LTD.,Active,XD,10.00,INE763D01019,Finance (including NBFCs),Equity
511000,MADHUSE,MADHUSUDAN SECURITIES LTD.,Active,XT,10.00,INE856D01011,Finance (including NBFCs),Equity
511038,ZARCOLEA,ARCO LEASING LTD.,Active,P ,10.00,INE955S01019,Finance (including NBFCs),Equity
511066,SAKTHIFIN,SAKTHI FINANCE LTD.,Active,XC,10.00,INE302E01014,Finance (including NBFCs),Equity
511074,WEIZFIN,WEIZMANN FINCORP LTD.,Active,Z ,10.00,INE407F01018,Finance (including NBFCs),Equity
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,Active,XT,10.00,INE609B01018,Finance (including NBFCs),Equity
511138,KOTHARIFIN,KOTHARI WORLD FINANCE LTD.,Active,XT,10.00,INE988F01017,Finance (including NBFCs),Equity
511147,WSFIN,WALL STREET FINANCE LTD.,Active,XD,10.00,INE549D01012,Finance (including NBFCs),Equity
511169,HIMALFD,HIMALCHULI FOOD PRODUCTS LTD.,Active,P ,10.00,INE652N01015,Finance (including NBFCs),Equity
511218,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10.00,INE721A01013,Finance (including NBFCs),Equity
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,10.00,INE121A01016,Finance (including NBFCs),Equity
511254,SAGARSYST,SAGAR SYSTECH LTD.,Active,P ,10.00,,Finance (including NBFCs),Equity
511355,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Active,B ,10.00,INE429D01017,Finance (including NBFCs),Equity
511359,ADMANUM,AD-MANUM FINANCE LTD.,Active,XD,10.00,INE556D01017,Finance (including NBFCs),Equity
511367,MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,Active,XD,10.00,INE218B01018,Finance (including NBFCs),Equity
511377,MEHIF,MEHTA INTEGRATED FINANCE LTD.,Active,XT,10.00,INE240B01012,Finance (including NBFCs),Equity
511391,INTRGLB,INTER GLOBE FINANCE LTD.,Active,XT,10.00,INE661M01016,Finance (including NBFCs),Equity
